Simplified	Pinyin	english
籍贯	jíguàn	place of one's ancestry
给予	jǐyǔ	to give
计较	jìjiào	focus excessively on; haggle; bicker; argue
记性	jìxing	memory
记载	jìzǎi	write down; to record
纪要	jìyào	written summary of a meeting; minutes
技巧	jìqiǎo	skill; technique
忌讳	jìhuì	avoid as a taboo; abstain from; taboo
季度	jìdù	(financial) quarter; period of three months
季军	jìjūn	third in a race; bronze medalist
迹象	jìxiàng	mark; indication; sign
继承	jìchéng	inherit; carry on; succeed
寄托	jìtuō	entrust somebody someone's care; consign; commit
寂静	jìjìng	quiet
加工	jiā gōng	to process; processing; machining
加剧	jiājù	aggravate; intensify; sharpen; accelerate
夹杂	jiāzá	mix together; have two dissimilar substances mixed together
佳肴	jiāyáo	delicacy
家常	jiācháng	the daily life of a family; home-style (food)
家伙	jiāhuo	guy; chap; tool; weapon
家属	jiāshǔ	family member; a dependent
家喻户晓	jiā yù hù xiǎo	become a household name; well-known
尖端	jiānduān	highest peak; the tip; sharp pointed end; most advanced and sophisticated
尖锐	jiānruì	sharp; intense; penetrating
坚定	jiāndìng	firm; staunch; resolute
坚固	jiāngù	firm; strong; sturdy
坚韧	jiānrèn	tough and durable; hard-bitten; firm and tenacious
坚实	jiānshí	firm and substantial; solid
坚硬	jiānyìng	hard; solid
艰难	jiānnán	difficult; arduous
监督	jiāndū	control; monitor; supervise; inspect
监视	jiānshì	oversee; to monitor
监狱	jiānyù	prison; jail
煎	jiān	pan-fry; fry in shallow oil
拣	jiǎn	choose; select; sort out
检讨	jiǎntǎo	self-criticism; analyze
检验	jiǎnyàn	inspect; examine; to test
剪彩	jiǎn cǎi	cut the ribbon at an opening ceremony
简化	jiǎnhuà	simplify; simplification
简陋	jiǎnlòu	simple and crude (i.e. room or building)
简体字	jiǎntǐzì	simplified Chinese characters
简要	jiǎnyào	concise; brief
见多识广	jiànduōshíguǎng	experienced and knowledgeable
见解	jiànjiě	view; opinion; understanding
见闻	jiànwén	information
见义勇为	jiànyìyǒngwéi	to see what is right and act courageously (idiom, from Analects); to stand up bravely for the truth; acting heroically in a just cause
间谍	jiàndié	a spy; intelligence agent
间隔	jiàngé	interval; intermission; gap; be separated
间接	jiànjiē	indirect
剑	jiàn	sword
健全	jiànquán	Perfect; sound; to perfect/strengthen/amplify
舰艇	jiàntǐng	warship; naval vessel
践踏	jiàntà	trample
溅	jiàn	to splash
鉴别	jiànbié	differentiate; distinguish
鉴定	jiàndìng	appraise; identify; evaluate
鉴于	jiànyú	in light of; in view of; seeing that
将近	jiāngjìn	almost; nearly; close to
将就	jiāngjiu	put up with; accept somewhat reluctantly
将军	jiāngjūn	a general (military officer)
僵硬	jiāngyìng	stiff
奖励	jiǎnglì	to reward (as encouragement)
奖赏	jiǎngshǎng	to reward
桨	jiǎng	oar; paddle
降临	jiànglín	befall; descend
交叉	jiāochā	cross; intersect
交代	jiāodài	explain; account for; hand over
交涉	jiāoshè	negotiate; discuss a matter with the opposing side
交易	jiāoyì	business transaction; deal; trade
娇气	jiāoqì	delicate; effeminate; squeamish
焦点	jiāodiǎn	focus; focal point
焦急	jiāojí	anxiety; worried
角落	jiǎoluò	corner; nook
侥幸	jiǎoxìng	by luck; by a fluke
搅拌	jiǎobàn	stir; mix up
缴纳	jiǎonà	to pay (taxes)
较量	jiàoliàng	competition; to have a contest with sb.
教养	jiàoyǎng	upbringing; education; bring up; nurture and train
阶层	jiēcéng	hierarchy
皆	jiē	all; each and every; in all cases
接连	jiēlián	one after another; in a row; in succession
揭露	jiēlù	expose; unmask
节制	jiézhì	to be restrained or moderate
节奏	jiézòu	rhythm; cadence; tempo
杰出	jiéchū	outstanding; preeminent
结晶	jiéjīng	a crystal; to crystallize
结局	jiéjú	conclusion; ending
结算	jiésuàn	settle up the bill; close an account
截止	jiézhǐ	end; close; stop; expiration
截至	jiézhì	up until; by (a specified time
竭尽全力	jiéjìn quánlì	to spare no efforts; do one's utmost
解除	jiěchú	remove; relieve (someone of their duties); sack; get rid of
解放	jiěfàng	liberate
解雇	jiěgù	fire; lay off; dismiss from
解剖	jiěpōu	dissect; analyze; anatomy
解散	jiěsàn	dismiss; dissolve; disband
解体	jiětǐ	disintegrate
戒备	jièbèi	take precautions; be on the alert
界限	jièxiàn	boundary; marginal; limit
借鉴	jièjiàn	take example by; use other people's experience
借助	jièzhù	get help from
金融	jīnróng	banking finance; financial
津津有味	jīnjīn yǒu wèi	(saying) with gusto; eagerly; with great interest
紧迫	jǐnpò	urgent; urgency
锦上添花	jǐnshàngtiānhuā	lit. on brocade, add flowers (idiom); to decorate sth already perfect / gilding the lily
进而	jìn'ér	and then (what follows next)
进攻	jìngōng	attack (military); assault
进化	jìnhuà	evolution
进展	jìnzhǎn	make progress; development; make headway
近来	jìnlái	recently; lately
晋升	jìnshēng	promote to a higher position
浸泡	jìnpào	to soak
茎	jīng	stalk; stem
经费	jīngfèi	funds; expenses
经纬	jīngwěi	warp and woof; longitude and latitude; main points
惊动	jīngdòng	alarm; alert; startle; disturb
惊奇	jīngqí	amaze; astonished
惊讶	jīngyà	surprised; astonished; astound
兢兢业业	jīngjīng yèyè	cautious and conscientious
精打细算	jīng dǎ xì suàn	(saying) meticulous planning and careful accounting
精华	jīnghuá	elite; best feature; most important part of an object; essence; quintessence
精简	jīngjiǎn	simplify; reduce
精密	jīngmì	accuracy; exact; precise; refined
精确	jīngquè	accurate; precise
精通	jīngtōng	proficient; have a good command of
精心	jīngxīn	with utmost care; meticulous; detailed
精益求精	jīng yì qiú jīng	(saying) improving and wanting to improve even more
精致	jīngzhì	exquisite; delicate; refined
井	jǐng	a well
颈椎	jǐngzhuī	cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals
警告	jǐnggào	to warn; admonish
警惕	jǐngtì	vigilant; alert; be on guard
竞赛	jìngsài	race; contest; competition
竞选	jìngxuǎn	run for (electoral) office; take part in an election
敬礼	jìnglǐ	to salute; best regards
敬业	jìngyè	work ethic
境界	jìngjiè	boundary; state; realm; level
镜头	jìngtóu	camera shot (in a movie, etc.); scene; camera lens
纠纷	jiūfēn	dispute; quarrel
纠正	jiūzhèng	to correct; to make right
酒精	jiǔjīng	alcohol; ethanol
救济	jiùjì	emergency relief; aid; help out in a disaster
就近	jiùjìn	nearby; in a close neighborhood
就业	jiùyè	employment; getting a job
就职	jiù zhí	take office; assume a post
拘留	jūliú	detain (a prison); keep (someone) in custody
拘束	jūshù	restrict; constrained; ill at ease; reticent
居民	jūmín	resident; inhabitant
居住	jūzhù	reside; dwell; to live (in a place)
鞠躬	jūgōng	to bow
局部	júbù	part; local
局面	júmiàn	aspect; situation
局势	júshì	situation; state (of affairs)
局限	júxiàn	to limit; confine; restrict or confine sth.
咀嚼	jǔjué	to chew
沮丧	jǔsàng	dejected; depressed; dispirited
举动	jǔdòng	action; act; (make) a move; movement
举世瞩目	jǔshì zhǔmù	attract worldwide attention
举足轻重	jǔzúqīngzhòng	a foot's move sways the balance; hold the balance of power; play a key role
剧本	jùběn	script for a play; opera; movie; etc
剧烈	jùliè	acute; violent; severe
据悉	jùxī	according to reports; it is reported (that)
聚精会神	jù jīng huì shén	concentrate one's attention
卷	juǎn	to roll (up); to coil; (mw for tapes)
决策	juécè	Make policy; make strategic decision
觉悟	juéwù	consciousness; awareness; (Buddhist) enlightenment
觉醒	juéxǐng	awaken; arousal; realize
绝望	jué wàng	desperation; forlorn; hopeless
倔强	juéjiàng	stubborn; unbending
军队	jūnduì	army troops
君子	jūnzǐ	gentleman; man of noble character
卡通	kǎtōng	cartoon
开采	kāicǎi	extract ore or some other natural resource from a mine
开除	kāichú	expel; to discharge; to kick out
开阔	kāikuò	wide; open (spaces)
开朗	kāilǎng	outgoing and cheerful; optimistic; carefree; spacious and well-lit
开明	kāimíng	enlightened; open-minded
开辟	kāipì	open up; to start; to build
开拓	kāituò	break new ground (for agriculture); development
开展	kāizhǎn	begin to develop; to launch
开支	kāizhī	expenditures; pay; expenses
刊登	kāndēng	publish in a newspaper; carry a story
刊物	kānwù	publication; periodical; journal
勘探	kāntàn	exploration
侃侃而谈	kǎnkǎn'értán	speak frankly and in measured tones; argue about leisurely and boldly
砍伐	kǎnfá	cut down; lop; hew (as a tree)
看待	kàndài	look upon; regard
慷慨	kāngkǎi	vehement; fervent; generous
扛	káng	to carry on one's shoulder
抗议	kàngyì	to protest; protest
考察	kǎochá	inspect; investigate; analyze
考古	kǎogǔ	archaeology
考核	kǎohé	examine; check up on
考验	kǎoyàn	put to the test; trial
靠拢	kàolǒng	draw close; close up; move up
科目	kēmù	(school) subject
磕	kē	knock; tap
可观	kěguān	considerable; impressive
可口	kěkǒu	tasty; taste good
可恶	kěwù	hateful; abominable; repulsive
可行	kěxíng	feasible
渴望	kěwàng	wishful; to yearn for; desire
克制	kèzhì	restrain; take a firm hold on
刻不容缓	kèbùrónghuǎn	demand immediate action; brook no delay
客户	kèhù	customer; account; client
课题	kètí	task; problem; issue; question for discussion
恳切	kěnqiè	earnest; genuine; fair-spoken
啃	kěn	gnaw; nibble; bite
坑	kēng	pit; hole; defraud
空洞	kōngdòng	empty; hollow; vacuous; devoid of content
空前绝后	kōngqiánjuéhòu	unprecedented and unrepeatable; never to be reduplicated; the first and the last; unmatched; unique
空想	kōngxiǎng	daydream; fantasy
空虚	kōngxū	hollow; emptiness; meaningless
孔	kǒng	hole
恐怖	kǒngbù	afraid; terror
恐吓	kǒnghè	to threaten
恐惧	kǒngjù	fear; dread; phobia
空白	kòngbái	blank space; blank
空隙	kòngxì	crack; gap between two objects
口气	kǒuqì	tone of voice; manner of speaking
口腔	kǒuqiāng	space inside mouth (oral cavity)
口头	kǒutóu	oral; verbal
口音	kǒuyīn	accent
扣	kòu	to fasten; to button; button; buckle; knot; to arrest; to confiscate; to deduct (money); discount; to knock; put upside down; to smash or spike (a ball); to cover (with a bowl etc); fig. to tag a label on sb
枯萎	kūwěi	wither; withered
枯燥	kūzào	dry and dull; uninteresting
哭泣	kūqì	weep; cry; sob
苦尽甘来	kǔjìngānlái	sweetness comes after bitterness; the hard times are over and the good times are just beginning
苦涩	kǔsè	bitter and astringent; pained; agonized; anguished
挎	kuà	carry over one's shoulder or slung on one's side
跨	kuà	step across; stride; straddle; to cross
快活	kuàihuo	happy; cheerful
宽敞	kuānchang	spacious; commodious
宽容	kuānróng	tolerant; lenient
款待	kuǎndài	to entertain (guests)
款式	kuǎnshì	pattern; design; style
筐	kuāng	basket
旷课	kuàng kè	cut school; be truant from school
况且	kuàngqiě	moreover; besides; in addition
矿产	kuàngchǎn	minerals
框架	kuàngjià	frame; framework; skeleton
亏待	kuīdài	treat sb. unfairly
亏损	kuīsǔn	deficit; (financial) loss
捆绑	kǔnbǎng	tie up; bundled
扩充	kuòchōng	expand; extend
扩散	kuòsàn	spread; proliferation
扩张	kuòzhāng	expansion; extension
喇叭	lǎba	horn; trumpet; loudspeaker
蜡烛	làzhú	candle
啦	la	sentence-final particle: a contraction of 了 (le) and 啊 (a)
来历	láilì	history; antecedents; origin
来源	láiyuán	source; originate
栏目	lánmù	column (in a newspaper,TV,etc)
懒惰	lǎnduò	lazy; idle
狼狈	lángbèi	in a difficult position or situation; in a tight corner; scoundrel! (derogatory)
狼吞虎咽	lángtūnhǔyàn	wolf down one's food (idiom); gorge oneself
捞	lāo	dredge up; fish up
牢固	láogù	firm; secure; solid
牢骚	láosāo	grumble; complaint
唠叨	láodao	be talkative (especially about trivial matters); be garrulous; prattle
乐趣	lèqù	delight; pleasure; joy; fun
乐意	lèyì	be happy/willing do something; content; satisfied
雷达	léidá	radar
类似	lèisì	similar; analogous
冷酷	lěngkù	grim; unfeeling; callous
冷落	lěngluò	to treat somebody coldy; to snub; desolate; to give the cold shoulder
冷却	lěngquè	cooling; cool off
愣	lèng	dumbfounded; stupefied; distracted; (spoken) blunt; rash
黎明	límíng	dawn; daybreak
礼节	lǐjié	etiquette; proprieties; festival
礼尚往来	lǐshàngwǎnglái	courtesy requires reciprocity
里程碑	lǐchéngbēi	milestone
理睬	lǐcǎi	heed; pay attention to (usually used in the negative)
理所当然	lǐ suǒ dāng rán	(idiom) it goes without saying; certainly; of course; be natural and right
理直气壮	lǐzhíqìzhuàng	with justice on one's side, one is bold and assured; to have the courage of ones convictions; just and forceful
理智	lǐzhì	reason; intellect; rational
力求	lìqiú	make every effort; do one's best
力所能及	lìsuǒnéngjí	within one's power; to the best of one's ability
力争	lìzhēng	work hard; do all one can to; strive for/argue strongly
历代	lìdài	successive dynasties; past dynasties
历来	lìlái	always; throughout (a period of time)
立场	lìchǎng	position; standpoint
立方	lìfāng	cube; (mw cubic units of measure)
立交桥	lìjiāoqiáo	overpass; one road goes on top of another; cloverleaf intersection
立体	lìtǐ	solid; three dimensional
立足	lìzú	base oneself on; be established; have a footing
利害	lìhai	serious; formidable; devastating; (-hài: advantages and disadvantages)
例外	lìwài	(make an) exception
粒	lì	a grain; granule; (mw for grain-like things)
连年	liánnián	successive years; over many years; once again this year
连锁	liánsuǒ	chain (store etc); to interlock
连同	liántóng	together with; along with
联欢	liánhuān	have a get-together
联络	liánluò	communication; to contact
联盟	liánméng	alliance; union; coalition
联想	liánxiǎng	to associate (cognitively); to make an associative connection; mental association; word prediction and auto-complete functions of input method editing programs; abbr. for 联想集团 Lenovo Group (PRC computer firm)
